epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_ra,mae_declination,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_ra,r2_declination,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_ra,std_ratio_declination,std_ratio_coa_phase
35,snr_low,1667,2.26242,0.0150557,0.840235,1.5734,0.529669,1.61814,0.837638,0.871286,-0.944835,0.0016169,0.119658,-0.113851,1.06965,0.968503,1.34683,8.09969e-09,0.330894,5.04549e-16
35,snr_mid,1666,1.66273,0.0123414,0.91462,1.57894,0.516443,1.56162,0.921542,0.92926,-1.08482,-0.0249491,0.147361,0.0143574,1.08641,1.00194,1.74866,4.10454e-09,0.428001,4.86678e-16
35,snr_high,1667,1.51426,0.0118891,0.726889,1.58014,0.516313,1.5361,0.934881,0.936161,-0.452504,-0.0175534,0.210341,0.0547618,1.09093,1.01505,1.34829,6.14958e-17,0.499846,4.83433e-16
35,mchirp_low,2500,1.34721,0.0138781,0.851803,1.57361,0.524319,1.57145,0.712838,0.897144,0.777612,0.00643911,0.138526,-0.0172761,1.07235,0.986829,0.936125,7.37417e-09,0.379078,4.92404e-16
35,mchirp_high,2500,2.27912,0.012313,0.802658,1.58137,0.517299,1.57245,0.639339,0.927789,0.805901,-0.0343402,0.181789,-0.00766865,1.15177,1.00282,0.939819,0,0.468046,4.90287e-16
35,merger_early,2500,1.78926,0.013547,0.84462,1.57257,0.516173,1.55406,0.901489,0.625176,0.779136,0.00285154,0.175752,0.0118566,1.08287,1.10413,0.951177,3.39761e-09,0.421483,4.89193e-16
35,merger_late,2500,1.83707,0.0126441,0.809841,1.58242,0.525446,1.58985,0.896215,0.678832,0.80423,-0.0306807,0.144272,-0.0367794,1.08206,1.00075,0.924982,6.6478e-09,0.421691,4.93422e-16
35,q_low,1667,1.85815,0.013081,0.819728,1.5615,0.51468,1.55098,0.701324,0.915931,0.794725,0.0143921,0.175985,0.0241974,1.13616,0.994553,0.932651,4.72514e-09,0.421122,4.87623e-16
35,q_mid,1666,1.74181,0.0132944,0.828729,1.60207,0.518914,1.57376,0.884892,0.908816,0.792654,-0.0697497,0.155802,-0.0247843,1.11,0.994991,0.94601,6.18865e-09,0.424563,4.94047e-16
35,q_high,1667,1.83949,0.0129113,0.833236,1.56892,0.528833,1.59113,0.919844,0.912441,0.787886,0.0116467,0.149522,-0.0371664,1.09166,0.995974,0.935618,4.80597e-09,0.434514,4.92328e-16
35,q_low_mchirp_low,1241,1.67969,0.0131426,0.831171,1.56041,0.508181,1.56018,0.425923,0.914252,0.789849,0.0412405,0.165411,0.00114112,1.1885,0.990784,0.92336,5.41253e-09,0.406908,4.9049e-16
35,q_low_mchirp_high,426,2.37803,0.0129016,0.78639,1.56468,0.533614,1.52416,-1.22284,0.920819,0.809007,-0.0773451,0.202063,0.087474,1.3973,1.00654,0.959193,6.31259e-17,0.456071,4.79792e-16
35,q_high_mchirp_low,544,0.950397,0.0149414,0.864256,1.56476,0.558577,1.56719,0.868113,0.868361,0.768866,0.0279742,0.0703044,0.0022062,0.93411,0.969442,0.924542,8.37345e-09,0.333864,9.8291e-16
35,q_high_mchirp_high,1123,2.27018,0.0119279,0.81821,1.57093,0.514424,1.60273,0.664467,0.932766,0.796716,0.0036841,0.188092,-0.0565816,1.18714,1.00539,0.940726,0,0.47499,9.85619e-16
40,full,5000,1.09131,0.0126446,0.819035,1.57749,0.515356,1.57195,0.955665,0.91769,0.7957,-0.0135357,0.176242,-0.0121996,0.962736,1.00499,0.929245,8.59318e-09,0.41898,4.91281e-16
